TRANSECT_ID,site,transect_lon,transect_lat,centroiddist,jaccard,meanvol,mismatch,overallnichedist,synindex,speciesICOV,meanab,spprich,ICOV,meancommsize,nsite
ES-CTBMS.1,CAT,3.0935527889849,42.2191382068952,2.27361965655197,0.227411174509528,848.220979142609,5.99383170013467,906.238805885227,0.232457314591165,1.45138234607016,0.016776649156004,37,2.96246929916434,0.609257258823301,1
ES-CTBMS.10,CAT,2.38497968815637,41.6894613243217,2.40970880429754,0.206470010013773,1160.91272927997,5.8377146142198,766.631573465402,0.091325805149442,1.79687565425741,0.010526647402216,62,6.18056048389258,0.651032654721673,2
ES-CTBMS.106,CAT,2.37451152399646,41.575338700104,2.47822131772333,0.199781029892175,941.022510934586,5.84351403598014,764.125914365328,0.128892965359985,1.77505097233343,0.011933054031962,63,4.82465269092815,0.74700918240084,4
ES-CTBMS.107,CAT,1.9957633619199,41.7141846822258,2.3242282999888,0.198774872764647,1280.16328899994,4.89723850008358,670.22779108117,0.037407391555522,2.13202303400486,0.016871054353561,89,9.24571806774597,1.45934620158301,5
ES-CTBMS.108,CAT,2.55203132078454,41.6812587186643,2.17290140577094,0.23345620248799,794.642935073166,5.58543781423335,724.746701291713,0.110822653103455,1.73908741274512,0.006487916879832,43,5.09663197851952,0.278980425832768,6
ES-CTBMS.11,CAT,2.39194310472788,41.7396855730814,2.25536250996189,0.206520568407263,976.061172476849,4.68714463143783,619.028158636688,0.064439170632958,1.47043668436333,0.009720369119254,80,5.54305223765628,0.765665998316628,7
ES-CTBMS.12,CAT,2.4246600174003,41.7996293546134,2.05447747813449,0.218669682961587,898.391445668118,3.54669377884556,499.109556297,0.225755656281114,1.86844572776065,0.011738649758387,82,3.87642856586049,0.955155396129808,8
ES-CTBMS.23,CAT,3.11625468261324,42.2738460848576,2.38883117453187,0.224142549175961,922.026563152964,6.30395917624751,910.222950018949,0.104395249040282,1.50906063700262,0.029411341977235,39,4.45903561986808,1.12382285660381,10
ES-CTBMS.24,CAT,1.98837544097983,41.6655683361931,2.40438908620891,0.19879091739327,1148.76061850854,4.62359083102299,599.821603556685,0.083572970409202,1.49430726732597,0.008428436733079,86,5.03644729628192,0.714433960727444,11
ES-CTBMS.28,CAT,2.32851523707651,41.7771176773982,2.04752341204947,0.22195035593165,786.635073518917,3.8570696131536,506.666747919208,0.168203987113375,1.67159145565796,0.021748157412078,80,3.55138978000236,1.65743852277312,13
ES-CTBMS.29,CAT,2.32932810006914,41.656602991608,2.33968060186216,0.20898019801294,1272.87077875258,6.08222085985984,817.764219517279,0.117136259089704,1.18467956911798,0.011532639585754,60,2.98005326089763,0.658574418449656,14
ES-CTBMS.33,CAT,2.46204498281663,41.6188404314813,2.39049540576652,0.206350438077976,865.355786354878,5.82476137119087,722.395207565207,0.31467962219013,1.34575873887364,0.017987702771149,62,2.33678083273951,1.10577035982643,15
ES-CTBMS.34,CAT,2.24138099915978,41.4764642179372,2.57053154813606,0.210410165308716,1016.26469861157,6.43712444178013,836.672233234962,0.216835777636519,1.80294459710762,0.021308962228702,53,3.48819765709807,1.09504389230828,16
ES-CTBMS.40,CAT,1.92493886748698,41.8352777552471,2.33954961358128,0.204401493536793,977.323391236111,5.42116450274755,708.84745607277,0.153874117018334,1.44657022268758,0.010856765280573,85,3.63699958735723,0.921618741595315,19
ES-CTBMS.42,CAT,1.88821043840807,42.0166423482414,2.24265312806457,0.206403011844375,944.322249831495,4.97557491183071,681.461266707635,0.126611031138835,1.41904103477811,0.007438130624936,87,3.89416688143027,0.64196788932144,20
ES-CTBMS.5,CAT,2.82570741878075,42.3704670133394,2.31288604534299,0.204612413776853,957.796158743659,5.92074848438845,778.994262785846,0.122271713723838,1.69333907237746,0.008169108702103,71,4.84546744439195,0.577856952401419,23
ES-CTBMS.51,CAT,1.12289107687342,41.3140142936629,2.42078666259877,0.198523349976878,1024.19034017951,5.69741572591434,732.820014950191,0.205899151967272,1.64444623240712,0.020667493109664,87,2.53598857905543,1.67277522356343,24
ES-CTBMS.55,CAT,1.77817198603705,42.111231725036,2.00779109539833,0.220794010337417,986.87680431793,2.80907292925552,466.340476947626,0.060249703167428,1.56093714119762,0.008287313706586,80,5.88528593393658,0.643820683580423,26
ES-CTBMS.59,CAT,3.09725581445371,42.1942612197127,2.21591201368514,0.231989309712299,913.249599613694,6.21727996281823,894.788198592108,0.370388147206653,1.21476544658454,0.013645048109822,33,1.96182809436595,0.443464063569217,28
ES-CTBMS.64,CAT,3.22093661599831,42.255355652165,2.49315806057393,0.215975697449182,1027.83813663163,6.48326676653171,826.098022630753,0.092377114269684,1.79949560559209,0.012961728662938,50,5.53828029594924,0.642901741681725,31
ES-CTBMS.66,CAT,0.695606984866651,42.0935666111541,2.22867973509183,0.207322899466388,1032.34427369917,5.02019618097497,711.401307600353,0.114931346256697,1.3004179650638,0.004370542703956,82,3.72897718546377,0.354013959020445,32
ES-CTBMS.70,CAT,2.65936268303003,42.243447390715,2.18462393025565,0.206314732608169,1006.54712533087,5.52792072523811,756.136655849832,0.096864279351076,1.8973011429925,0.00805335558046,89,5.94744695229104,0.716748646660904,36
ES-CTBMS.72,CAT,1.88847907003192,42.1802933282472,2.07892811064423,0.213022930833505,975.733806276018,3.18029342900918,465.172662401565,0.16486337854998,2.07999949282977,0.012967797571382,82,4.67050511170516,1.04520448425335,37
